Latitude (decimal degrees):	48.642
Longitude (decimal degrees):	9.958
Elevation (m):	673
Radiation database:	PVGIS-CMSAF


Slope: 38 deg. 
Azimuth: 90 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20100409:0455,12.84,26.92,1.37,5.43,2.95,0.0
20100409:0555,4.92,15.17,11.24,5.67,3.55,0.0
20100409:0655,66.44,92.6,21.06,5.92,4.15,0.0
20100409:0755,99.93,131.83,30.4,7.34,3.81,0.0
20100409:0855,143.7,183.21,38.68,8.76,3.46,0.0
20100409:0955,175.94,222.11,45.08,10.18,3.12,0.0
20100409:1055,178.32,225.76,48.57,11.16,3.22,0.0
20100409:1155,163.17,208.81,48.34,12.15,3.32,0.0
20100409:1255,252.78,316.14,44.44,13.13,3.42,0.0
20100409:1355,151.75,195.88,37.76,13.06,3.7,0.0
20100409:1455,104.57,140.36,29.31,12.99,3.97,0.0
20100409:1555,124.68,162.71,19.88,12.92,4.25,0.0
20100409:1655,221.27,270.87,10.04,11.78,3.85,0.0
20100409:1755,8.45,21.02,0.19,10.63,3.45,0.0
20100409:1855,0.0,0.0,0.0,9.49,3.05,0.0
20100409:1955,0.0,0.0,0.0,8.48,2.83,0.0
20100409:2055,0.0,0.0,0.0,7.46,2.62,0.0
20100409:2155,0.0,0.0,0.0,6.45,2.4,0.0
20100409:2255,0.0,0.0,0.0,6.28,2.57,0.0
20100409:2355,0.0,0.0,0.0,6.1,2.73,0.0
20100410:0055,0.0,0.0,0.0,5.93,2.9,0.0
20100410:0155,0.0,0.0,0.0,5.41,2.84,0.0
20100410:0255,0.0,0.0,0.0,4.89,2.79,0.0
20100410:0355,0.0,0.0,0.0,4.36,2.73,0.0
20100410:0455,20.09,36.54,1.7,4.66,2.5,0.0
20100410:0555,45.54,67.95,11.56,4.95,2.27,0.0
20100410:0655,111.54,144.35,21.39,5.25,2.04,0.0
20100410:0755,167.45,208.88,30.74,6.3,2.62,0.0
20100410:0855,149.43,188.8,39.04,7.35,3.19,0.0
20100410:0955,325.17,404.34,45.46,8.4,3.77,0.0
20100410:1055,369.52,450.83,48.95,8.96,4.33,0.0
20100410:1155,102.76,136.09,48.69,9.52,4.9,0.0
20100410:1255,356.07,431.44,44.76,10.08,5.46,0.0
20100410:1355,453.78,547.78,38.04,9.99,5.58,0.0
20100410:1455,257.49,312.31,29.56,9.89,5.69,0.0
20100410:1555,386.66,460.71,20.12,9.8,5.81,0.0
20100410:1655,239.48,287.06,10.27,8.65,4.8,0.0
20100410:1755,15.49,30.78,0.42,7.51,3.79,0.0
20100410:1855,0.0,0.0,0.0,6.36,2.79,0.0
20100410:1955,0.0,0.0,0.0,5.57,2.76,0.0
20100410:2055,0.0,0.0,0.0,4.78,2.73,0.0
20100410:2155,0.0,0.0,0.0,4.0,2.7,0.0
20100410:2255,0.0,0.0,0.0,3.65,2.51,0.0
20100410:2355,0.0,0.0,0.0,3.29,2.32,0.0
20100411:0055,0.0,0.0,0.0,2.94,2.12,0.0
20100411:0155,0.0,0.0,0.0,2.46,2.29,0.0
20100411:0255,0.0,0.0,0.0,1.97,2.46,0.0
20100411:0355,0.0,0.0,0.0,1.48,2.63,0.0
20100411:0455,10.39,23.16,2.02,1.66,2.94,0.0
20100411:0555,22.31,38.97,11.89,1.84,3.24,0.0
20100411:0655,116.31,147.35,21.71,2.02,3.54,0.0
20100411:0755,78.12,104.74,31.08,2.71,3.78,0.0
20100411:0855,78.25,105.13,39.39,3.4,4.01,0.0
20100411:0955,134.04,168.37,45.83,4.09,4.25,0.0
20100411:1055,80.35,108.06,49.32,4.64,4.06,0.0
20100411:1155,600.22,729.21,49.05,5.19,3.87,0.0
20100411:1255,202.61,247.83,45.08,5.74,3.68,0.0
20100411:1355,681.8,834.96,38.32,5.87,4.38,0.0
20100411:1455,639.84,771.61,29.81,5.99,5.07,0.0
20100411:1555,524.17,618.27,20.35,6.12,5.77,0.0
20100411:1655,4.25,14.04,10.49,5.33,4.96,0.0
20100411:1755,0.0,1.33,0.66,4.53,4.16,0.0
20100411:1855,0.0,0.0,0.0,3.74,3.35,0.0
20100411:1955,0.0,0.0,0.0,3.08,3.28,0.0
20100411:2055,0.0,0.0,0.0,2.42,3.2,0.0
20100411:2155,0.0,0.0,0.0,1.76,3.13,0.0
20100411:2255,0.0,0.0,0.0,1.78,3.14,0.0
20100411:2355,0.0,0.0,0.0,1.8,3.15,0.0
20100412:0055,0.0,0.0,0.0,1.82,3.16,0.0
20100412:0155,0.0,0.0,0.0,1.8,2.88,0.0
20100412:0255,0.0,0.0,0.0,1.77,2.6,0.0
20100412:0355,0.0,0.0,0.0,1.74,2.32,0.0
20100412:0455,15.91,30.73,2.35,1.99,2.92,0.0
20100412:0555,40.09,60.72,12.2,2.24,3.52,0.0
20100412:0655,71.23,96.79,22.04,2.49,4.12,0.0
20100412:0755,84.8,112.35,31.41,2.84,3.84,0.0
20100412:0855,107.47,138.1,39.74,3.19,3.56,0.0
20100412:0955,165.98,204.31,46.2,3.54,3.28,0.0
20100412:1055,186.91,228.55,49.69,4.18,3.44,0.0
20100412:1155,184.7,226.57,49.4,4.82,3.6,0.0
20100412:1255,263.27,317.11,45.39,5.46,3.77,0.0
20100412:1355,318.78,380.88,38.59,6.17,4.23,0.0
20100412:1455,128.1,163.33,30.06,6.88,4.7,0.0
20100412:1555,62.95,89.04,20.58,7.59,5.17,0.0
20100412:1655,21.3,38.37,10.72,6.81,4.28,0.0
20100412:1755,0.0,2.29,0.89,6.02,3.39,0.0
20100412:1855,0.0,0.0,0.0,5.24,2.5,0.0
20100412:1955,0.0,0.0,0.0,4.37,2.69,0.0
20100412:2055,0.0,0.0,0.0,3.5,2.87,0.0
20100412:2155,0.0,0.0,0.0,2.63,3.06,0.0
20100412:2255,0.0,0.0,0.0,2.5,2.86,0.0
20100412:2355,0.0,0.0,0.0,2.36,2.67,0.0
20100413:0055,0.0,0.0,0.0,2.23,2.47,0.0
20100413:0155,0.0,0.0,0.0,1.9,2.43,0.0
20100413:0255,0.0,0.0,0.0,1.57,2.39,0.0
20100413:0355,0.0,0.0,0.0,1.23,2.34,0.0
20100413:0455,19.43,35.3,2.66,1.71,2.43,0.0
20100413:0555,51.66,74.36,12.52,2.2,2.51,0.0
20100413:0655,17.76,33.25,22.36,2.68,2.59,0.0
20100413:0755,88.2,116.71,31.74,3.76,3.31,0.0
20100413:0855,52.22,75.68,40.09,4.85,4.04,0.0
20100413:0955,237.19,287.63,46.56,5.93,4.76,0.0
20100413:1055,147.03,184.93,50.06,6.66,4.46,0.0
20100413:1155,333.95,403.28,49.75,7.39,4.16,0.0
20100413:1255,537.49,657.44,45.7,8.12,3.86,0.0
20100413:1355,339.68,411.24,38.86,8.73,3.71,0.0
20100413:1455,259.36,316.05,30.3,9.35,3.56,0.0
20100413:1555,340.79,411.4,20.81,9.96,3.41,0.0
20100413:1655,222.09,269.32,10.95,8.93,2.92,0.0
20100413:1755,14.95,30.09,1.12,7.9,2.43,0.0
20100413:1855,0.0,0.0,0.0,6.87,1.94,0.0
20100413:1955,0.0,0.0,0.0,5.65,2.09,0.0
20100413:2055,0.0,0.0,0.0,4.43,2.23,0.0
20100413:2155,0.0,0.0,0.0,3.21,2.37,0.0
20100413:2255,0.0,0.0,0.0,3.44,2.0,0.0
20100413:2355,0.0,0.0,0.0,3.68,1.64,0.0
20100414:0055,0.0,0.0,0.0,3.91,1.27,0.0
20100414:0155,0.0,0.0,0.0,3.33,1.73,0.0
20100414:0255,0.0,0.0,0.0,2.75,2.2,0.0
20100414:0355,0.0,0.0,0.0,2.16,2.66,0.0
20100414:0455,16.56,31.67,2.98,2.63,2.76,0.0
20100414:0555,19.49,35.55,12.83,3.1,2.86,0.0
20100414:0655,36.53,56.79,22.67,3.57,2.95,0.0
20100414:0755,120.08,152.94,32.07,4.09,3.29,0.0
20100414:0855,129.3,163.57,40.44,4.6,3.63,0.0
20100414:0955,184.88,226.9,46.92,5.12,3.97,0.0
20100414:1055,324.85,390.25,50.43,5.35,3.83,0.0
20100414:1155,303.74,365.08,50.09,5.59,3.7,0.0
20100414:1255,100.88,132.11,46.01,5.82,3.56,0.0
20100414:1355,130.41,166.03,39.14,6.27,3.51,0.0
20100414:1455,143.3,180.76,30.55,6.71,3.47,0.0
20100414:1555,33.37,53.69,21.04,7.16,3.42,0.0
20100414:1655,15.46,30.59,11.17,6.23,2.81,0.0
20100414:1755,0.0,0.55,1.35,5.29,2.2,0.0
20100414:1855,0.0,0.0,0.0,4.36,1.59,0.0
20100414:1955,0.0,0.0,0.0,3.9,1.83,0.0
20100414:2055,0.0,0.0,0.0,3.44,2.08,0.0
20100414:2155,0.0,0.0,0.0,2.99,2.33,0.0
20100414:2255,0.0,0.0,0.0,3.07,2.06,0.0
20100414:2355,0.0,0.0,0.0,3.14,1.78,0.0
20100415:0055,0.0,0.0,0.0,3.22,1.5,0.0
20100415:0155,0.0,0.0,0.0,3.04,1.73,0.0
20100415:0255,0.0,0.0,0.0,2.85,1.96,0.0
20100415:0355,0.0,0.0,0.0,2.66,2.19,0.0
20100415:0455,24.16,41.54,3.29,3.17,1.84,0.0
20100415:0555,57.22,81.36,13.14,3.68,1.49,0.0
20100415:0655,120.78,154.57,22.99,4.19,1.13,0.0
20100415:0755,113.53,146.49,32.39,4.78,1.59,0.0
20100415:0855,151.87,190.54,40.78,5.38,2.04,0.0
20100415:0955,245.27,299.64,47.28,5.97,2.5,0.0
20100415:1055,435.86,536.23,50.79,6.82,2.24,0.0
20100415:1155,222.57,275.07,50.44,7.68,1.98,0.0
20100415:1255,302.16,371.65,46.32,8.53,1.72,0.0
20100415:1355,156.75,198.82,39.4,8.79,2.25,0.0
20100415:1455,293.01,356.4,30.79,9.05,2.77,0.0
20100415:1555,100.39,133.11,21.27,9.31,3.3,0.0
20100415:1655,44.44,67.15,11.39,8.33,2.96,0.0
20100415:1755,0.1,5.85,1.58,7.35,2.62,0.0
20100415:1855,0.0,0.0,0.0,6.37,2.28,0.0
20100415:1955,0.0,0.0,0.0,5.61,2.25,0.0
20100415:2055,0.0,0.0,0.0,4.84,2.22,0.0
20100415:2155,0.0,0.0,0.0,4.08,2.19,0.0
20100415:2255,0.0,0.0,0.0,3.84,2.24,0.0
20100415:2355,0.0,0.0,0.0,3.61,2.29,0.0
20100416:0055,0.0,0.0,0.0,3.37,2.34,0.0
20100416:0155,0.0,0.0,0.0,2.65,2.42,0.0
20100416:0255,0.0,0.0,0.0,1.92,2.49,0.0
20100416:0355,0.0,0.0,0.0,1.19,2.57,0.0
20100416:0455,20.29,36.41,3.6,1.75,2.68,0.0
20100416:0555,27.47,45.51,13.45,2.3,2.79,0.0
20100416:0655,60.63,84.91,23.3,2.86,2.9,0.0
20100416:0755,97.34,127.56,32.71,4.64,3.15,0.0
20100416:0855,132.13,168.14,41.11,6.42,3.4,0.0
20100416:0955,154.75,195.35,47.64,8.2,3.66,0.0
20100416:1055,320.07,391.32,51.15,9.07,3.81,0.0
20100416:1155,189.68,237.3,50.78,9.95,3.97,0.0
20100416:1255,159.2,202.55,46.62,10.82,4.12,0.0
20100416:1355,173.06,218.76,39.67,11.04,4.06,0.0
20100416:1455,160.88,204.35,31.03,11.25,4.0,0.0
20100416:1555,204.79,253.51,21.49,11.47,3.93,0.0
20100416:1655,160.56,200.59,11.62,10.57,3.5,0.0
20100416:1755,0.65,7.27,1.81,9.66,3.08,0.0
20100416:1855,0.0,0.0,0.0,8.76,2.65,0.0
20100416:1955,0.0,0.0,0.0,7.91,2.71,0.0
20100416:2055,0.0,0.0,0.0,7.05,2.78,0.0
20100416:2155,0.0,0.0,0.0,6.2,2.84,0.0
20100416:2255,0.0,0.0,0.0,6.04,3.15,0.0
20100416:2355,0.0,0.0,0.0,5.87,3.46,0.0
20100417:0055,0.0,0.0,0.0,5.71,3.77,0.0
20100417:0155,0.0,0.0,0.0,5.36,3.26,0.0
20100417:0255,0.0,0.0,0.0,5.01,2.76,0.0
20100417:0355,0.0,0.0,0.0,4.66,2.26,0.0
20100417:0455,15.36,30.34,3.91,5.1,2.61,0.0
20100417:0555,49.66,72.95,13.75,5.55,2.96,0.0
20100417:0655,80.6,109.06,23.6,5.99,3.31,0.0
20100417:0755,102.02,134.23,33.03,7.15,3.31,0.0
20100417:0855,162.08,244.38,41.45,8.31,3.32,0.0
20100417:0955,346.21,442.68,47.99,9.47,3.32,0.0
20100417:1055,498.31,622.86,51.51,10.51,3.2,0.0
20100417:1155,604.54,767.27,51.12,11.55,3.08,0.0
20100417:1255,662.27,855.99,46.92,12.59,2.95,0.0
20100417:1355,682.06,880.26,39.94,12.88,3.41,0.0
20100417:1455,644.28,819.49,31.26,13.18,3.87,0.0
20100417:1555,540.3,670.68,21.72,13.47,4.33,0.0
20100417:1655,348.68,422.96,11.84,12.17,3.79,0.0
20100417:1755,1.48,9.15,2.04,10.88,3.26,0.0
20100417:1855,0.0,0.0,0.0,9.58,2.72,0.0
20100417:1955,0.0,0.0,0.0,8.59,2.84,0.0
20100417:2055,0.0,0.0,0.0,7.6,2.96,0.0
20100417:2155,0.0,0.0,0.0,6.61,3.08,0.0
20100417:2255,0.0,0.0,0.0,5.82,3.06,0.0
20100417:2355,0.0,0.0,0.0,5.02,3.04,0.0
20100418:0055,0.0,0.0,0.0,4.23,3.02,0.0
20100418:0155,0.0,0.0,0.0,3.67,2.95,0.0
20100418:0255,0.0,0.0,0.0,3.11,2.88,0.0
20100418:0355,0.0,0.0,0.0,2.54,2.81,0.0
20100418:0455,9.56,22.09,4.21,3.12,3.05,0.0
20100418:0555,51.12,74.1,14.05,3.69,3.29,0.0
20100418:0655,92.91,122.26,23.9,4.27,3.53,0.0
20100418:0755,102.18,134.1,33.34,6.4,2.86,0.0
20100418:0855,215.45,292.13,41.78,8.53,2.18,0.0
20100418:0955,337.83,428.86,48.34,10.66,1.5,0.0
20100418:1055,344.13,432.6,51.87,11.06,1.2,0.0
20100418:1155,202.47,257.1,51.45,11.46,0.9,0.0
20100418:1255,378.29,479.18,47.22,11.86,0.59,0.0
20100418:1355,479.89,613.04,40.2,12.07,0.94,0.0
20100418:1455,549.95,707.59,31.5,12.27,1.28,0.0
20100418:1555,217.48,271.89,21.94,12.48,1.63,0.0
20100418:1655,19.92,37.27,12.06,11.46,1.76,0.0
20100418:1755,0.0,1.87,2.26,10.44,1.89,0.0
20100418:1855,0.0,0.0,0.0,9.42,2.03,0.0
20100418:1955,0.0,0.0,0.0,8.55,2.21,0.0
20100418:2055,0.0,0.0,0.0,7.68,2.4,0.0
20100418:2155,0.0,0.0,0.0,6.82,2.58,0.0
20100418:2255,0.0,0.0,0.0,6.65,2.52,0.0
20100418:2355,0.0,0.0,0.0,6.47,2.46,0.0
20100419:0055,0.0,0.0,0.0,6.3,2.4,0.0
20100419:0155,0.0,0.0,0.0,5.74,2.69,0.0
20100419:0255,0.0,0.0,0.0,5.18,2.99,0.0
20100419:0355,0.0,0.0,0.0,4.61,3.28,0.0
20100419:0455,10.72,23.93,4.51,5.34,3.32,0.0
20100419:0555,51.57,75.34,14.35,6.08,3.37,0.0
20100419:0655,81.66,110.64,24.2,6.81,3.41,0.0
20100419:0755,102.1,135.38,33.65,9.05,3.38,0.0
20100419:0855,167.15,252.6,42.1,11.29,3.36,0.0
20100419:0955,346.79,450.65,48.68,13.53,3.34,0.0
20100419:1055,493.45,627.39,52.22,14.11,3.22,0.0
20100419:1155,596.98,769.34,51.79,14.68,3.11,0.0
20100419:1255,654.66,857.18,47.52,15.26,2.99,0.0
20100419:1355,656.63,857.82,40.46,15.35,3.14,0.0
20100419:1455,613.38,790.88,31.73,15.44,3.28,0.0
20100419:1555,492.19,618.31,22.16,15.53,3.42,0.0
20100419:1655,334.7,411.05,12.27,14.2,3.26,0.0
20100419:1755,35.42,56.4,2.49,12.86,3.11,0.0
20100419:1855,0.0,0.0,0.0,11.53,2.95,0.0
20100419:1955,0.0,0.0,0.0,10.31,3.02,0.0
20100419:2055,0.0,0.0,0.0,9.09,3.09,0.0
20100419:2155,0.0,0.0,0.0,7.87,3.16,0.0
20100419:2255,0.0,0.0,0.0,7.37,3.07,0.0
20100419:2355,0.0,0.0,0.0,6.86,2.98,0.0
20100420:0055,0.0,0.0,0.0,6.36,2.9,0.0
20100420:0155,0.0,0.0,0.0,6.03,2.76,0.0
20100420:0255,0.0,0.0,0.0,5.69,2.62,0.0
20100420:0355,0.0,0.0,0.0,5.35,2.48,0.0
20100420:0455,11.85,25.6,4.81,6.03,3.01,0.0
20100420:0555,52.26,76.32,14.64,6.7,3.53,0.0
20100420:0655,82.03,111.24,24.5,7.38,4.06,0.0
20100420:0755,101.94,135.12,33.96,9.43,4.87,0.0
20100420:0855,256.38,324.21,42.43,11.48,5.69,0.0
20100420:0955,350.55,448.08,49.02,13.53,6.51,0.0
20100420:1055,415.77,512.91,52.57,13.6,6.69,0.0
20100420:1155,402.72,494.64,52.12,13.67,6.88,0.0
20100420:1255,254.99,316.24,47.81,13.74,7.06,0.0
20100420:1355,103.83,139.43,40.71,13.71,7.08,0.0
20100420:1455,576.94,707.75,31.97,13.67,7.1,0.0
20100420:1555,535.3,651.3,22.38,13.64,7.12,0.0
20100420:1655,0.0,5.53,12.49,12.6,5.75,0.0
20100420:1755,38.96,60.4,2.71,11.55,4.39,0.0
20100420:1855,0.0,0.0,0.0,10.51,3.02,0.0
20100420:1955,0.0,0.0,0.0,9.81,3.21,0.0
20100420:2055,0.0,0.0,0.0,9.11,3.4,0.0
20100420:2155,0.0,0.0,0.0,8.42,3.59,0.0
20100420:2255,0.0,0.0,0.0,8.14,3.33,0.0
20100420:2355,0.0,0.0,0.0,7.85,3.08,0.0
20100421:0055,0.0,0.0,0.0,7.57,2.83,0.0
20100421:0155,0.0,0.0,0.0,6.64,2.67,0.0
20100421:0255,0.0,0.0,0.0,5.7,2.51,0.0
20100421:0355,0.0,0.0,0.0,4.76,2.34,0.0
20100421:0455,17.42,33.12,5.1,5.33,2.88,0.0
20100421:0555,53.8,77.9,14.93,5.91,3.42,0.0
20100421:0655,83.46,112.47,24.79,6.48,3.96,0.0
20100421:0755,103.34,135.89,34.26,7.77,4.31,0.0
20100421:0855,175.91,258.93,42.74,9.06,4.66,0.0
20100421:0955,358.8,453.98,49.36,10.35,5.01,0.0
20100421:1055,512.67,632.86,52.91,10.75,4.86,0.0
20100421:1155,621.42,774.64,52.44,11.15,4.7,0.0
20100421:1255,682.04,861.23,48.1,11.55,4.55,0.0
20100421:1355,697.84,874.33,40.97,11.81,5.58,0.0
20100421:1455,659.56,813.49,32.2,12.07,6.61,0.0
20100421:1555,552.88,667.66,22.6,12.33,7.64,0.0
20100421:1655,361.22,431.29,12.71,11.12,6.06,0.0
20100421:1755,53.81,77.58,2.94,9.92,4.48,0.0
20100421:1855,0.0,0.0,0.0,8.71,2.9,0.0
20100421:1955,0.0,0.0,0.0,7.29,2.82,0.0
20100421:2055,0.0,0.0,0.0,5.87,2.74,0.0
20100421:2155,0.0,0.0,0.0,4.46,2.66,0.0
20100421:2255,0.0,0.0,0.0,3.98,2.67,0.0
20100421:2355,0.0,0.0,0.0,3.49,2.67,0.0
20100422:0055,0.0,0.0,0.0,3.01,2.68,0.0
20100422:0155,0.0,0.0,0.0,2.77,2.76,0.0
20100422:0255,0.0,0.0,0.0,2.53,2.85,0.0
20100422:0355,0.0,0.0,0.0,2.28,2.94,0.0
20100422:0455,20.12,36.32,5.38,2.76,2.92,0.0
20100422:0555,70.18,96.02,15.21,3.25,2.91,0.0
20100422:0655,94.02,123.37,25.08,3.73,2.9,0.0
20100422:0755,105.11,136.96,34.56,5.54,2.86,0.0
20100422:0855,180.97,264.49,43.06,7.34,2.82,0.0
20100422:0955,362.95,461.93,49.69,9.15,2.79,0.0
20100422:1055,510.48,640.76,53.25,10.05,2.57,0.0
20100422:1155,612.32,783.63,52.77,10.94,2.34,0.0
20100422:1255,666.64,871.12,48.39,11.84,2.12,0.0
20100422:1355,676.89,885.79,41.22,12.26,2.28,0.0
20100422:1455,545.23,691.11,32.43,12.69,2.44,0.0
20100422:1555,386.63,477.84,22.81,13.11,2.59,0.0
20100422:1655,362.74,442.88,12.92,11.83,2.61,0.0
20100422:1755,63.85,89.66,3.16,10.56,2.62,0.0
20100422:1855,0.0,0.0,0.0,9.28,2.63,0.0
20100422:1955,0.0,0.0,0.0,8.08,2.77,0.0
20100422:2055,0.0,0.0,0.0,6.88,2.9,0.0
20100422:2155,0.0,0.0,0.0,5.68,3.03,0.0
20100422:2255,0.0,0.0,0.0,5.29,2.93,0.0
20100422:2355,0.0,0.0,0.0,4.89,2.82,0.0
20100423:0055,0.0,0.0,0.0,4.5,2.72,0.0
20100423:0155,0.0,0.0,0.0,4.06,2.97,0.0
20100423:0255,0.0,0.0,0.0,3.61,3.23,0.0
20100423:0355,0.0,0.0,0.0,3.16,3.49,0.0
20100423:0455,42.01,63.37,5.67,3.75,3.52,0.0
20100423:0555,64.64,90.0,15.49,4.35,3.55,0.0
20100423:0655,94.16,124.01,25.36,4.94,3.59,0.0
20100423:0755,111.82,145.55,34.85,7.45,3.71,0.0
20100423:0855,201.2,284.56,43.37,9.95,3.83,0.0
20100423:0955,366.58,467.55,50.02,12.46,3.94,0.0
20100423:1055,498.94,629.3,53.59,13.31,3.67,0.0
20100423:1155,572.06,730.62,53.09,14.16,3.4,0.0
20100423:1255,584.32,753.06,48.67,15.01,3.13,0.0
20100423:1355,608.2,785.76,41.47,15.02,3.15,0.0
20100423:1455,474.33,597.23,32.65,15.02,3.17,0.0
20100423:1555,260.59,324.9,23.03,15.03,3.19,0.0
20100423:1655,36.73,59.28,13.14,13.74,3.1,0.0
20100423:1755,0.0,2.88,3.38,12.46,3.01,0.0
20100423:1855,0.0,0.0,0.0,11.17,2.92,0.0
20100423:1955,0.0,0.0,0.0,10.13,3.14,0.0
20100423:2055,0.0,0.0,0.0,9.09,3.35,0.0
20100423:2155,0.0,0.0,0.0,8.06,3.56,0.0
20100423:2255,0.0,0.0,0.0,7.32,3.55,0.0
20100423:2355,0.0,0.0,0.0,6.57,3.54,0.0
20100424:0055,0.0,0.0,0.0,5.83,3.53,0.0
20100424:0155,0.0,0.0,0.0,4.94,3.44,0.0
20100424:0255,0.0,0.0,0.0,4.05,3.35,0.0
20100424:0355,0.0,0.0,0.0,3.16,3.26,0.0
20100424:0455,30.42,49.44,5.95,3.98,3.0,0.0
20100424:0555,56.5,80.77,15.77,4.79,2.75,0.0
20100424:0655,85.17,114.27,25.64,5.61,2.5,0.0
20100424:0755,104.3,137.69,35.14,8.43,2.86,0.0
20100424:0855,184.35,271.28,43.67,11.25,3.22,0.0
20100424:0955,361.17,467.16,50.35,14.07,3.59,0.0
20100424:1055,504.29,642.11,53.92,14.98,3.52,0.0
20100424:1155,605.35,782.72,53.4,15.88,3.46,0.0
20100424:1255,660.6,868.42,48.95,16.79,3.39,0.0
20100424:1355,673.48,886.8,41.72,17.08,3.55,0.0
20100424:1455,634.91,826.93,32.88,17.38,3.71,0.0
20100424:1555,536.14,683.13,23.24,17.67,3.86,0.0
20100424:1655,364.3,451.52,13.35,16.3,3.66,0.0
20100424:1755,175.04,221.2,3.6,14.93,3.45,0.0
20100424:1855,0.0,0.0,0.0,13.56,3.24,0.0
20100424:1955,0.0,0.0,0.0,12.31,3.53,0.0
20100424:2055,0.0,0.0,0.0,11.06,3.82,0.0
20100424:2155,0.0,0.0,0.0,9.81,4.11,0.0
20100424:2255,0.0,0.0,0.0,9.03,4.02,0.0
20100424:2355,0.0,0.0,0.0,8.25,3.94,0.0
20100425:0055,0.0,0.0,0.0,7.47,3.85,0.0
20100425:0155,0.0,0.0,0.0,6.79,3.66,0.0
20100425:0255,0.0,0.0,0.0,6.11,3.48,0.0
20100425:0355,0.0,0.0,0.0,5.43,3.3,0.0
20100425:0455,37.02,57.99,6.22,6.34,3.24,0.0
20100425:0555,73.79,101.75,16.04,7.24,3.18,0.0
20100425:0655,95.27,127.05,25.91,8.15,3.12,0.0
20100425:0755,135.55,175.72,35.42,11.03,2.89,0.0
20100425:0855,183.36,272.19,43.98,13.91,2.67,0.0
20100425:0955,351.91,464.08,50.67,16.79,2.44,0.0
20100425:1055,486.33,636.01,54.26,17.65,2.07,0.0
20100425:1155,575.56,770.17,53.72,18.52,1.7,0.0
20100425:1255,624.38,856.82,49.23,19.38,1.32,0.0
20100425:1355,601.99,824.26,41.96,19.42,1.1,0.0
20100425:1455,428.15,562.25,33.1,19.47,0.87,0.0
20100425:1555,247.27,319.95,23.45,19.51,0.65,0.0
20100425:1655,176.26,229.27,13.56,18.66,0.58,0.0
20100425:1755,158.0,206.21,3.82,17.82,0.52,0.0
20100425:1855,0.0,0.0,0.0,16.97,0.46,0.0
20100425:1955,0.0,0.0,0.0,15.28,0.51,0.0
20100425:2055,0.0,0.0,0.0,13.59,0.56,0.0
20100425:2155,0.0,0.0,0.0,11.91,0.61,0.0
20100425:2255,0.0,0.0,0.0,11.47,1.31,0.0
20100425:2355,0.0,0.0,0.0,11.02,2.01,0.0
20100426:0055,0.0,0.0,0.0,10.58,2.72,0.0
20100426:0155,0.0,0.0,0.0,10.38,3.51,0.0
20100426:0255,0.0,0.0,0.0,10.18,4.31,0.0
20100426:0355,0.0,0.0,0.0,9.98,5.1,0.0
20100426:0455,42.11,65.08,6.5,10.37,5.39,0.0
20100426:0555,34.0,55.17,16.3,10.77,5.68,0.0
20100426:0655,115.19,151.28,26.18,11.16,5.97,0.0
20100426:0755,173.03,218.62,35.7,11.49,5.67,0.0
20100426:0855,188.8,273.82,44.27,11.82,5.37,0.0
20100426:0955,72.89,102.52,50.99,12.15,5.08,0.0
20100426:1055,139.31,180.31,54.58,12.31,4.97,0.0
20100426:1155,248.89,309.44,54.03,12.46,4.86,0.0
20100426:1255,678.75,859.3,49.51,12.62,4.76,0.0
20100426:1355,346.51,426.76,42.21,13.47,4.93,0.0
20100426:1455,234.51,292.67,33.32,14.31,5.1,0.0
20100426:1555,211.43,264.87,23.66,15.16,5.27,0.0
20100426:1655,294.71,360.78,13.77,14.21,4.27,0.0
20100426:1755,69.52,97.92,4.03,13.27,3.27,0.0
20100426:1855,0.0,0.0,0.0,12.32,2.28,0.0
20100426:1955,0.0,0.0,0.0,11.62,2.63,0.0
20100426:2055,0.0,0.0,0.0,10.92,2.98,0.0
20100426:2155,0.0,0.0,0.0,10.23,3.34,0.0
20100426:2255,0.0,0.0,0.0,10.28,3.21,0.0
20100426:2355,0.0,0.0,0.0,10.33,3.08,0.0
20100427:0055,0.0,0.0,0.0,10.38,2.95,0.0
20100427:0155,0.0,0.0,0.0,8.62,3.0,0.0
20100427:0255,0.0,0.0,0.0,6.85,3.05,0.0
20100427:0355,0.0,0.0,0.0,5.08,3.1,0.0
20100427:0455,61.67,87.18,6.76,5.91,2.82,0.0
20100427:0555,75.81,103.97,16.57,6.74,2.53,0.0
20100427:0655,94.26,125.76,26.44,7.57,2.25,0.0
20100427:0755,65.34,94.87,35.97,9.57,2.12,0.0
20100427:0855,261.65,333.16,44.56,11.56,1.99,0.0
20100427:0955,339.87,433.59,51.3,13.56,1.86,0.0
20100427:1055,419.95,536.76,54.9,14.17,1.83,0.0
20100427:1155,347.31,441.35,54.34,14.78,1.8,0.0
20100427:1255,389.79,497.28,49.78,15.39,1.77,0.0
20100427:1355,601.36,787.38,42.45,15.59,2.31,0.0
20100427:1455,317.41,398.29,33.54,15.79,2.86,0.0
20100427:1555,98.44,134.76,23.87,15.99,3.41,0.0
20100427:1655,30.85,52.09,13.97,14.78,3.06,0.0
20100427:1755,102.69,137.12,4.25,13.58,2.72,0.0
